,city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
14942,Cactus Forest,Cactus Forest,AZ,Arizona,4021,Pinal,32.9578,-111.317,955,134.0,polygon,False,False,America/Phoenix,3,85132,1840022982
15025,Meadview,Meadview,AZ,Arizona,4015,Mohave,35.9531,-114.0789,940,11.0,polygon,False,False,America/Phoenix,3,86444,1840023182
15032,Ehrenberg,Ehrenberg,AZ,Arizona,4012,La Paz,33.6174,-114.4883,939,30.0,polygon,False,False,America/Phoenix,3,85334 85346,1840017958
15070,Wilhoit,Wilhoit,AZ,Arizona,4025,Yavapai,34.4083,-112.6156,933,22.0,polygon,False,False,America/Phoenix,3,86332,1840019165
15364,Chilchinbito,Chilchinbito,AZ,Arizona,4017,Navajo,36.5027,-110.0512,892,14.0,polygon,False,False,America/Denver,3,86033,1840017655
15476,Patagonia,Patagonia,AZ,Arizona,4023,Santa Cruz,31.5436,-110.7477,874,262.0,polygon,False,True,America/Phoenix,3,85624,1840023118
15518,Munds Park,Munds Park,AZ,Arizona,4005,Coconino,34.9382,-111.6318,868,15.0,polygon,False,False,America/Phoenix,3,86017 86336,1840018969
15555,Kykotsmovi Village,Kykotsmovi Village,AZ,Arizona,4017,Navajo,35.8576,-110.6338,863,19.0,polygon,False,False,America/Phoenix,3,86039 86030,1840017660
15556,Houck,Houck,AZ,Arizona,4001,Apache,35.2714,-109.2236,863,7.0,polygon,False,False,America/Denver,3,86512 86506,1840017677
15601,Willow Valley,Willow Valley,AZ,Arizona,4015,Mohave,34.9296,-114.6159,857,67.0,polygon,False,False,America/Phoenix,3,86440,1840019747
15823,Naco,Naco,AZ,Arizona,4003,Cochise,31.3431,-109.9336,830,99.0,polygon,False,False,America/Phoenix,3,85603 85620,1840019491
15926,Mesa del Caballo,Mesa del Caballo,AZ,Arizona,4007,Gila,34.286,-111.2952,816,1000.0,polygon,False,False,America/Phoenix,3,85541,1840027967
15933,Ash Fork,Ash Fork,AZ,Arizona,4025,Yavapai,35.2172,-112.4912,814,136.0,polygon,False,False,America/Phoenix,3,86320,1840017844
15983,Sonoita,Sonoita,AZ,Arizona,4023,Santa Cruz,31.6645,-110.6426,808,29.0,polygon,False,False,America/Phoenix,3,85637,1840019536
16036,Whitecone,Whitecone,AZ,Arizona,4017,Navajo,35.6037,-110.0791,801,6.0,polygon,False,True,America/Denver,3,86031 86034,1840027881
16093,Elephant Head,Elephant Head,AZ,Arizona,4019,Pima,31.7659,-110.9921,794,41.0,polygon,False,True,America/Phoenix,3,85645,1840075344
16098,Teec Nos Pos,Teec Nos Pos,AZ,Arizona,4001,Apache,36.9221,-109.0753,793,21.0,polygon,False,False,America/Denver,3,86514,1840019007
16139,Duncan,Duncan,AZ,Arizona,4011,Greenlee,32.7344,-109.0972,788,141.0,polygon,False,True,America/Phoenix,3,85534,1840021986
16212,Dennehotso,Dennehotso,AZ,Arizona,4001,Apache,36.8209,-109.879,779,30.0,polygon,False,False,America/Denver,3,86535,1840018995
16221,Miracle Valley,Miracle Valley,AZ,Arizona,4003,Cochise,31.3829,-110.1484,778,548.0,polygon,False,False,America/Phoenix,3,85615,1840023089
16239,Pimaco Two,Pimaco Two,AZ,Arizona,4019,Pima,31.9666,-110.4664,776,66.0,polygon,False,False,America/Phoenix,3,85602,1840027975
16240,Mountainaire,Mountainaire,AZ,Arizona,4005,Coconino,35.0921,-111.6493,776,29.0,polygon,False,False,America/Phoenix,3,86001,1840018968
16281,Queen Valley,Queen Valley,AZ,Arizona,4021,Pinal,33.283,-111.305,771,30.0,polygon,False,False,America/Phoenix,3,85118,1840019360
16282,Sawmill,Sawmill,AZ,Arizona,4001,Apache,35.8924,-109.1538,771,51.0,polygon,False,False,America/Denver,3,86504,1840019003
16303,Round Rock,Round Rock,AZ,Arizona,4001,Apache,36.5044,-109.4616,769,20.0,polygon,False,False,America/Denver,3,86547,1840019001
16349,La Paz Valley,La Paz Valley,AZ,Arizona,4012,La Paz,33.5582,-114.2434,762,10.0,polygon,False,False,America/Phoenix,3,85346,1840022878
16359,Tacna,Tacna,AZ,Arizona,4027,Yuma,32.7004,-113.9618,761,152.0,polygon,False,False,America/Phoenix,3,85352 85347,1840019357
16365,Strawberry,Strawberry,AZ,Arizona,4007,Gila,34.4018,-111.5002,760,31.0,polygon,False,False,America/Phoenix,3,85544,1840019266
16378,Gila Crossing,Gila Crossing,AZ,Arizona,4013,Maricopa,33.273,-112.1627,758,336.0,polygon,False,False,America/Phoenix,3,85339,1840025866
16468,Parker Strip,Parker Strip,AZ,Arizona,4012,La Paz,34.2803,-114.1269,748,92.0,polygon,False,False,America/Phoenix,3,85344,1840019267
16556,Pinon,Pinon,AZ,Arizona,4017,Navajo,36.0992,-110.2209,738,43.0,polygon,False,False,America/Denver,3,86510,1840018964
16614,Low Mountain,Low Mountain,AZ,Arizona,4017,Navajo,35.9481,-110.0981,732,7.0,polygon,False,False,America/Denver,3,86520 86510 86034,1840022581
16650,Maricopa Colony,Maricopa Colony,AZ,Arizona,4013,Maricopa,33.3626,-112.2268,727,51.0,polygon,False,True,America/Phoenix,3,85339,1840042770
16664,York,York,AZ,Arizona,4011,Greenlee,32.9175,-109.196,725,149.0,polygon,False,False,America/Phoenix,3,85534,1840022951
16866,Yarnell,Yarnell,AZ,Arizona,4025,Yavapai,34.2283,-112.7631,700,30.0,polygon,False,False,America/Phoenix,3,85362,1840019167
16950,Walnut Creek,Walnut Creek,AZ,Arizona,4015,Mohave,35.1312,-114.1267,689,173.0,polygon,False,True,America/Phoenix,3,86413,1840075545
17133,Winslow West,Winslow West,AZ,Arizona,4017,Navajo,34.9923,-110.7069,666,14.0,polygon,False,False,America/Phoenix,3,86047,1840027984
17177,Dudleyville,Dudleyville,AZ,Arizona,4021,Pinal,32.9128,-110.7345,662,38.0,polygon,False,False,America/Phoenix,3,85192,1840019358
17226,McNary,McNary,AZ,Arizona,4001,Apache,34.0923,-109.8541,657,46.0,polygon,False,False,America/Phoenix,3,85935 85930,1840018996
17313,Arivaca,Arivaca,AZ,Arizona,4019,Pima,31.575,-111.2926,646,8.0,polygon,False,False,America/Phoenix,3,85601,1840023064
17354,Wittmann,Wittmann,AZ,Arizona,4013,Maricopa,33.7749,-112.5251,641,256.0,polygon,False,False,America/Phoenix,3,85361,1840022928
17373,Round Valley,Round Valley,AZ,Arizona,4007,Gila,34.1877,-111.3018,640,51.0,polygon,False,True,America/Phoenix,3,85541,1840075483
17427,Cedar Creek,Cedar Creek,AZ,Arizona,4007,Gila,33.903,-110.1929,633,14.0,polygon,False,False,America/Phoenix,3,85941,1840022861
17448,Hayden,Hayden,AZ,Arizona,4007,Gila,32.9995,-110.7814,631,192.0,polygon,False,True,America/Phoenix,3,85135 85192,1840021911
17464,Rancho Mesa Verde,Rancho Mesa Verde,AZ,Arizona,4027,Yuma,32.5944,-114.6551,629,2162.0,polygon,False,True,America/Phoenix,2,85350,1840038041
17548,Vicksburg,Vicksburg,AZ,Arizona,4012,La Paz,33.7293,-113.8254,621,1.0,polygon,False,False,America/Phoenix,3,85325 85348,1840022880
17621,East Fork,East Fork,AZ,Arizona,4017,Navajo,33.8081,-109.9227,613,114.0,polygon,False,False,America/Phoenix,3,85941,1840018961
17644,Gisela,Gisela,AZ,Arizona,4007,Gila,34.1015,-111.2895,611,82.0,polygon,False,False,America/Phoenix,3,85541,1840017946
17698,Shonto,Shonto,AZ,Arizona,4017,Navajo,36.5893,-110.6607,605,51.0,polygon,False,False,America/Denver,3,86054,1840018963
17739,Burnside,Burnside,AZ,Arizona,4001,Apache,35.7534,-109.6247,602,25.0,polygon,False,False,America/Denver,3,86505,1840027977
17871,Nelson,Nelson,AZ,Arizona,4019,Pima,32.4298,-111.2649,591,478.0,polygon,False,False,America/Phoenix,3,85653,1840137559
17893,San Jose,San Jose,AZ,Arizona,4009,Graham,32.8169,-109.5957,589,54.0,polygon,False,False,America/Phoenix,3,85546,1840022960
17981,Tusayan,Tusayan,AZ,Arizona,4005,Coconino,35.955,-112.1202,580,13.0,polygon,False,True,America/Phoenix,3,86023,1840018973
18038,Tees Toh,Tees Toh,AZ,Arizona,4017,Navajo,35.4849,-110.3989,574,13.0,polygon,False,False,America/Denver,3,86047,1840022585
18059,Stanfield,Stanfield,AZ,Arizona,4021,Pinal,32.8794,-111.9636,572,56.0,polygon,False,False,America/Phoenix,3,85172,1840019366
18149,Icehouse Canyon,Icehouse Canyon,AZ,Arizona,4007,Gila,33.3553,-110.7965,563,44.0,polygon,False,True,America/Phoenix,3,85501,1840075398
18283,Young,Young,AZ,Arizona,4007,Gila,34.1189,-110.9559,553,4.0,polygon,False,False,America/Phoenix,3,85554,1840019265
18357,El Prado Estates,El Prado Estates,AZ,Arizona,4027,Yuma,32.7062,-114.5215,547,218.0,polygon,False,True,America/Phoenix,3,85365,1840075355
18474,Peeples Valley,Peeples Valley,AZ,Arizona,4025,Yavapai,34.2773,-112.7654,534,13.0,polygon,False,False,America/Phoenix,3,85362 86332,1840019163
18485,Sanders,Sanders,AZ,Arizona,4001,Apache,35.2095,-109.3224,533,85.0,polygon,False,False,America/Denver,3,86512,1840022626
18562,Drysdale,Drysdale,AZ,Arizona,4027,Yuma,32.6452,-114.7067,526,1241.0,polygon,False,True,America/Phoenix,3,85365,1840075320
18786,Sacaton Flats Village,Sacaton Flats Village,AZ,Arizona,4021,Pinal,33.0559,-111.659,506,31.0,polygon,False,True,America/Phoenix,3,85147 85128,1840042786
18912,Seligman,Seligman,AZ,Arizona,4025,Yavapai,35.3256,-112.8573,495,29.0,polygon,False,False,America/Phoenix,3,86337,1840019164
18922,Santa Rosa,Santa Rosa,AZ,Arizona,4019,Pima,32.3326,-112.0464,494,29.0,polygon,False,False,America/Phoenix,3,85634,1840019484
18977,Upper Santan Village,Upper Santan Village,AZ,Arizona,4021,Pinal,33.1152,-111.7418,489,26.0,polygon,False,True,America/Phoenix,3,85147,1840042802
18992,Dateland,Dateland,AZ,Arizona,4027,Yuma,32.8212,-113.5417,488,8.0,polygon,False,False,America/Phoenix,3,85333 85347,1840022978
19018,Pinal,Pinal,AZ,Arizona,4007,Gila,33.3799,-110.7571,486,457.0,polygon,False,False,America/Phoenix,3,85501,1840027956
19186,Mesquite Creek,Mesquite Creek,AZ,Arizona,4015,Mohave,34.9606,-114.5714,473,180.0,polygon,False,False,America/Phoenix,3,86440,1840027981
19211,Rough Rock,Rough Rock,AZ,Arizona,4001,Apache,36.4106,-109.8691,471,14.0,polygon,False,False,America/Denver,3,86503,1840019000
19359,Rock Point,Rock Point,AZ,Arizona,4001,Apache,36.7173,-109.6287,461,12.0,polygon,False,False,America/Denver,3,86545,1840018999
19413,Nazlini,Nazlini,AZ,Arizona,4001,Apache,35.9155,-109.4726,457,23.0,polygon,False,False,America/Denver,3,86540,1840018997
19437,Jerome,Jerome,AZ,Arizona,4025,Yavapai,34.7466,-112.1072,455,203.0,polygon,False,True,America/Phoenix,3,86331,1840021773
19618,Gadsden,Gadsden,AZ,Arizona,4027,Yuma,32.5564,-114.781,441,87.0,polygon,False,False,America/Phoenix,3,85336,1840018027
19619,Greasewood,Greasewood,AZ,Arizona,4017,Navajo,35.5279,-109.8614,441,31.0,polygon,False,False,America/Denver,3,86505,1840017656
19783,Turkey Creek,Turkey Creek,AZ,Arizona,4017,Navajo,33.8011,-109.9461,429,201.0,polygon,False,True,America/Phoenix,3,85941,1840075498
19820,Bitter Springs,Bitter Springs,AZ,Arizona,4005,Coconino,36.6118,-111.6475,426,20.0,polygon,False,False,America/Denver,3,86040 86036,1840017661
19957,Central,Central,AZ,Arizona,4009,Graham,32.8692,-109.7908,417,96.0,polygon,False,False,America/Phoenix,3,85531 85543,1840022958
20064,Elfrida,Elfrida,AZ,Arizona,4003,Cochise,31.6858,-109.6896,409,41.0,polygon,False,False,America/Phoenix,3,85610,1840023086
20108,Brenda,Brenda,AZ,Arizona,4012,La Paz,33.6721,-113.9379,406,22.0,polygon,False,False,America/Phoenix,3,85348,1840022876
20189,Picacho,Picacho,AZ,Arizona,4021,Pinal,32.709,-111.4908,401,25.0,polygon,False,False,America/Phoenix,3,85141,1840022984
20260,Littlefield,Littlefield,AZ,Arizona,4015,Mohave,36.8663,-113.9358,396,12.0,polygon,False,False,America/Phoenix,3,86432,1840023180
20356,Solomon,Solomon,AZ,Arizona,4009,Graham,32.8137,-109.6289,389,721.0,polygon,False,False,America/Phoenix,3,85546 85551,1840022961
20396,Red Mesa,Red Mesa,AZ,Arizona,4001,Apache,36.9664,-109.3828,386,11.0,polygon,False,False,America/Denver,3,86514,1840018998
20414,Chloride,Chloride,AZ,Arizona,4015,Mohave,35.4097,-114.1973,385,98.0,polygon,False,False,America/Phoenix,3,86431,1840023175
20549,Wall Lane,Wall Lane,AZ,Arizona,4027,Yuma,32.6573,-114.7105,375,331.0,polygon,False,True,America/Tijuana,3,85365,1840075541
20550,Fort Thomas,Fort Thomas,AZ,Arizona,4009,Graham,33.0222,-109.9665,375,16.0,polygon,False,False,America/Phoenix,3,85536,1840022959
20628,Tolani Lake,Tolani Lake,AZ,Arizona,4005,Coconino,35.4309,-110.8431,370,334.0,polygon,False,False,America/Denver,3,86047,1840022591
20722,Steamboat,Steamboat,AZ,Arizona,4001,Apache,35.7535,-109.8504,364,58.0,polygon,False,False,America/Denver,3,86505,1840019006
20741,Bowie,Bowie,AZ,Arizona,4003,Cochise,32.3247,-109.4843,363,82.0,polygon,False,False,America/Phoenix,3,85605,1840023084
20884,Wheatfields,Wheatfields,AZ,Arizona,4007,Gila,33.4805,-110.8366,354,16.0,polygon,False,True,America/Phoenix,3,85501,1840075566
20925,Winkelman,Winkelman,AZ,Arizona,4007,Gila,32.9853,-110.7651,351,176.0,polygon,False,True,America/Phoenix,3,85192,1840022859
20956,Clay Springs,Clay Springs,AZ,Arizona,4017,Navajo,34.3592,-110.3043,349,47.0,polygon,False,False,America/Phoenix,3,85923,1840022574
